loss totale, value loss, policy loss, victoires agent, victoires heuristique, egalites
1.46654212474823, 0.37141454219818115, 1.0951275825500488, 0, 1, 1
1.606823444366455, 0.3440905213356018, 1.262732982635498, 0, 1, 1
1.5709564685821533, 0.2369568794965744, 1.3339996337890625, 0, 1, 1
1.987353801727295, 0.5255367159843445, 1.4618171453475952, 0, 1, 1
1.301988124847412, 0.24319225549697876, 1.0587959289550781, 0, 1, 1
1.6855857372283936, 0.34119218587875366, 1.3443934917449951, 0, 1, 1
1.6049315929412842, 0.29541701078414917, 1.3095145225524902, 0, 0, 2
1.7130738496780396, 0.4792572259902954, 1.2338166236877441, 0, 0, 2
1.7466989755630493, 0.37096908688545227, 1.3757299184799194, 0, 1, 1
1.527467966079712, 0.29962652921676636, 1.2278413772583008, 0, 0, 2
1.4736590385437012, 0.296561062335968, 1.1770979166030884, 0, 1, 1
1.416852355003357, 0.37686312198638916, 1.0399892330169678, 0, 1, 1
1.2696998119354248, 0.17192493379116058, 1.097774863243103, 0, 1, 1
1.6696749925613403, 0.32250574231147766, 1.347169280052185, 0, 2, 0
1.6970853805541992, 0.2555398643016815, 1.4415454864501953, 0, 1, 1
1.5501500368118286, 0.3462161719799042, 1.203933835029602, 0, 1, 1
1.2822185754776, 0.15856575965881348, 1.1236528158187866, 0, 0, 2
1.817159652709961, 0.5464981198310852, 1.270661473274231, 0, 0, 2
1.4818743467330933, 0.3131190836429596, 1.168755292892456, 0, 0, 2
1.6046111583709717, 0.3545253872871399, 1.2500858306884766, 0, 0, 2
1.640970230102539, 0.4833642840385437, 1.1576058864593506, 0, 0, 2
1.5880892276763916, 0.3459259569644928, 1.2421633005142212, 0, 0, 2
1.4921339750289917, 0.23689112067222595, 1.2552428245544434, 0, 0, 2
1.949258804321289, 0.6672837138175964, 1.2819750308990479, 0, 2, 0
1.8361976146697998, 0.49227064847946167, 1.3439269065856934, 0, 0, 2
1.8131356239318848, 0.539397656917572, 1.2737380266189575, 0, 0, 2
1.719475269317627, 0.3333684802055359, 1.3861068487167358, 0, 1, 1
1.6800615787506104, 0.24367213249206543, 1.436389446258545, 0, 1, 1
1.5573946237564087, 0.3431548774242401, 1.2142397165298462, 0, 0, 2
1.2443126440048218, 0.13880927860736847, 1.1055033206939697, 0, 1, 1
1.5416194200515747, 0.39404967427253723, 1.1475697755813599, 0, 0, 2
1.5668730735778809, 0.33088234066963196, 1.2359907627105713, 0, 0, 2
1.8232313394546509, 0.6819666624069214, 1.1412646770477295, 0, 0, 2
1.5135732889175415, 0.3733043670654297, 1.1402689218521118, 0, 1, 1
1.530625581741333, 0.3908897042274475, 1.1397359371185303, 0, 2, 0
1.5125577449798584, 0.5238679051399231, 0.9886897802352905, 0, 1, 1
1.5102760791778564, 0.2888581156730652, 1.221418023109436, 0, 0, 2
1.5052703619003296, 0.28976431488990784, 1.2155060768127441, 0, 0, 2
1.6110742092132568, 0.3405999541282654, 1.2704743146896362, 0, 0, 2
1.4677741527557373, 0.3190177083015442, 1.1487563848495483, 0, 1, 1
1.6688988208770752, 0.5018135905265808, 1.1670851707458496, 0, 0, 2
1.389353632926941, 0.25144338607788086, 1.13791024684906, 0, 2, 0
1.480599045753479, 0.45082923769950867, 1.029769778251648, 0, 1, 1
1.5581138134002686, 0.3812481760978699, 1.176865577697754, 0, 1, 1
1.4646610021591187, 0.48820000886917114, 0.9764609932899475, 0, 0, 2
1.8119585514068604, 0.37022095918655396, 1.4417376518249512, 0, 0, 2
1.6385934352874756, 0.43938732147216797, 1.1992061138153076, 0, 0, 2
1.4465031623840332, 0.24828720092773438, 1.1982159614562988, 0, 1, 1
1.9129301309585571, 0.49826017022132874, 1.4146699905395508, 0, 0, 2
1.725124716758728, 0.38598760962486267, 1.339137077331543, 0, 1, 1
1.821983814239502, 0.5144132375717163, 1.3075705766677856, 0, 0, 2
1.6212618350982666, 0.41444408893585205, 1.2068177461624146, 0, 1, 1
1.2734436988830566, 0.21759673953056335, 1.055846929550171, 0, 0, 2
1.9105167388916016, 0.6852265000343323, 1.225290298461914, 0, 1, 1
1.3837838172912598, 0.37575778365135193, 1.0080260038375854, 0, 1, 1
1.627873182296753, 0.3471132814884186, 1.2807599306106567, 0, 0, 2
1.695090889930725, 0.40803661942481995, 1.2870543003082275, 0, 1, 1
1.7857635021209717, 0.41191256046295166, 1.37385094165802, 0, 0, 2
1.8814681768417358, 0.656009316444397, 1.2254588603973389, 0, 0, 2
1.8083547353744507, 0.5071345567703247, 1.301220178604126, 0, 1, 1
